rating_alternateName,claimReview_url,creativeWork_author_name	,claimReview_claim,claimReview_Title,claimReview_datePublished,claimReview_Verdict,claimReview_source	
Mixture,UK taxpayers aren’t subsidising France’s 35-hour working week - Full Fact,Joël Reland,People in Poland retire at 60.,UK taxpayers aren’t subsidising France’s 35-hour working week,2/28/2018,The retirement age for women in Poland is 60—the lowest level in the EU. For men it’s 65 (which is the most common retirement age for men and women in EU countries).,Fullfact
False,https://fullfact.org/environment/does-government-subsidise-grouse-shooting/,Abbas Panjwani,Theresa May has increased subsidies for grouse shooting from £45 million to £84 million a year.,Does the government subsidise grouse shooting?,2/27/2019,"Moorland in England used for grouse shooting is eligible for agricultural subsidy, though the act of shooting itself isn’t subsidised. Data on the total subsidy paid to grouse moors isn’t published, though the £45 and £84 million figures are likely to be overestimates.",Fullfact
True,https://fullfact.org/europe/claim-about-uks-eu-contribution-correct-meaningless/, Abbas Panjwani,Since 2000 we’ve given the EU £100 billion more than we’ve got back.,"This claim about the UK's EU contribution is correct, but meaningless",8/31/2018,Broadly correct. Since 2000 the UK has made a net contribution in cash terms of £109 billion. That’s £122 billion in real terms.,Fullfact
Mixture,https://fullfact.org/immigration/ukraine-family-visa-scheme/,Abbas Panjwani,The UK Government’s Ukraine Family Scheme is the first visa scheme in the world to launch since President Putin’s invasion of Ukraine.,"Home Office claim to have launched first Ukrainian visa scheme lacks context
",3/10/2022,"This appears to be accurate but lacks the context that many other countries taking refugees never required visas for Ukrainians, or have waived visa requirements.",Fullfact
False,https://fullfact.org/online/dynamo-kyiv-football-squad-photo-army-uniform/,Joseph O’Leary,A photograph shows the Dynamo Kyiv football team in army uniform preparing to fight in the Russia-Ukraine war.,Photograph of men in military uniform doesn’t show squad members of FC Dynamo Kyiv,3/10/2022,"The photograph doesn’t show any members of the football squad, but instead shows members of a nationalist group in Ukraine.",Fullfact
True,https://fullfact.org/online/ukraine-kyiv-italian-news-deep-impact/,Sarah Turnnidge,italian news channel TGCOM24 used footage from the 1998 film Deep Impact in a segment about people fleeing Kyiv.,No evidence news channel used shot from Deep Impact to show people fleeing Kyiv,3/9/2022,There is no evidence this footage was ever broadcast by TGCOM24. There are several indicators that the post is not genuine.,Fullfact
False,https://fullfact.org/education/parents-masks-school/,Abbas Panjwani,A recent poll by parent voice charity Parentkind found that nearly two thirds of parents of secondary school children are not in favour of masks in the classroom.,Parents mostly against face masks in classrooms,1/26/2022,"The survey was not necessarily representative of parents in general. However, other data supports the finding that most parents are opposed to face masks in classrooms.",Fullfact
Mixture,https://fullfact.org/education/iain-duncan-smith-school-absence-covid-lockdown/,Sarah Turnnidge,"The Centre for Social Justice recently produced figures which show that pupil absence grew by 55% during the previous lockdown, with more than 90,000 pupils now absent from school.",Iain Duncan Smith’s figures on school absence are out of date,5/12/2021,"These are not recent figures. The CSJ published them in June 2021, and they describe pupil attendance more than a year ago. Therefore, they do not accurately tell us anything about the current picture of persistent pupil absence.",Fullfact
False,https://fullfact.org/education/children-off-school-roll-covid/,Sarah Turnnidge,"Between 80,000 and 100,000 children are not on any school rolls at all.",We don’t know how many children aren’t on school rolls,2/8/2022,The Children's Commissioner misspoke when she made this claim. There is no current data to support this.,Fullfact
True,https://fullfact.org/education/how-do-selective-school-ratings-compare/,Claire Milne,80% of selective schools are rated as outstanding compared to 20% of all state schools. 99% of selective schools are rated good or outstanding.,How do selective school ratings compare?,10/4/2016,"This is correct. 82% of selective schools were rated outstanding as of August 2016, compared to just over 20% of all state schools. 99% of selective schools received the top two ratings compared to 88% of all schools.",Fullfact
True,The UK is one of the biggest contributors to the EU budget - Full Fact,Joseph O’Leary,The UK is one of the three countries that puts the most money into the EU budget.,The UK is one of the biggest contributors to the EU budget,6/13/2018,Correct.,Fullfact
Mixture,https://fullfact.org/europe/eu-rules-safer-lorries/,Joël Reland,The UK could not bring in safer lorry designs until the EU legislated on the matter.,Do EU rules prevent safer lorries?,6/10/2018,"The EU sets rules on permitted lorry dimensions, which we have to follow. But the EU voted to allow safer lorry designs in 2014, a plan which the UK government initially opposed.",Fullfact
False,https://fullfact.org/online/ukraine-road-sign-photoshopped/,Sarah Turnnidge,Ukraine’s road signs authority changed a sign to tell Russian troops to “go f*** yourselves”.,Sign telling Russian troops ‘go f*** yourselves’ was Photoshopped,3/4/2022,"The Ukrainian road signs authority did post a picture of this sign, but it is not genuine. Rather, it was Photoshopped as part of a post encouraging Ukrainians to dismantle road signs.",Fullfact
False,https://fullfact.org/online/photo-of-wounded-ukrainian-woman-near-kharkiv-is-genuine/,Joseph O’Leary,Widely-used images of a Ukrainian woman wounded following an airstrike near Kharkiv actually depict events from 2018.,Photo of wounded Ukrainian woman near Kharkiv is genuine,3/4/2022,"This is false, the photographs are genuine and were taken at the outset of Russia’s invasion of Ukraine.",Fullfact
Mixture,https://fullfact.org/education/observer-air-monitor-twitter-poll/,Abbas Panjwani,Only 8% of schools have received air monitors that were promised by the government.,Observer Twitter poll data on air monitors is meaningless,10/25/2021,"This data comes from a Twitter poll which means it is meaningless, as we can’t be sure who answered it or whether they were representative of schools.",Fullfact
False,https://fullfact.org/education/black-professor-stem-uk/,Abbas Panjwani,Black scientists hold only 3.5% of professor posts.,MailOnline muddles professorship ethnicity figures,1/2/2020,"Incorrect. In 2018/19 black academics held just 0.5% of STEM professor posts, but 3.5% of black STEM academic staff were professors.",Fullfact
False,https://fullfact.org/online/video-of-explosion-aftermath-is-from-lebanon-in-2020-not-ukraine/,Joseph O’Leary,A video shows the devastation caused by an explosion in a Ukraine city.,"Video of explosion aftermath is from Lebanon in 2020, not Ukraine",3/4/2022,The video shows the aftermath of an accidental explosion in Lebanon in 2020 and doesn’t relate to the Russian invasion of Ukraine in February 2022.,Fullfact
True,https://fullfact.org/europe/eu-research-funding-uk/,Conor James McKinney,The UK gets more in EU research funding than it puts in.,EU research funding,11/25/2016,"Correct, although the UK pays more into the EU budget overall than it gets out.",Fullfact
Mixture,https://fullfact.org/education/135000-children-missing-school-autumn-2021/,Sarah Turnnidge,"Between 95,000 and 135,000 school pupils did not return to school this term.","Claim that up to 135,000 children have not returned to school needs more context",10/5/2021,"This claim is missing context. It is an estimate based on a snapshot of attendance on just one day in September 2021, and does not record persistent absence. The data we have can’t be used to reliably show the number of pupils that haven’t returned to school at all this term.",Fullfact
False,https://fullfact.org/online/lightning-video-ukraine/,Grace Rahman,A video shows recent Russian attacks on Ukraine.,Lightning strike video doesn’t show war in Ukraine,2/3/2022,"The video appeared online in January 2022, so is not from the invasion of Ukraine which started on 24 February.",Fullfact
False,https://fullfact.org/education/bbc-clpe-reflecting-realities/,Grace Rahman,"Just 10% of children’s books in the UK in 2019 had at least one character from a Black, Asian and Minority Ethnic background.",A survey of diversity in children’s books is flawed,9/7/2021,This figure comes from flawed research and is not reliable. It’s also important to consider that many books in the survey did not have human characters.,Fullfact
False,https://fullfact.org/economy/tax-avoidance-evasion-uk/,Full Fact Team,Tax evasion and tax avoidance costs the government £34 billion a year.,Tax: evasion and avoidance in the UK,10/7/2016,"This is wrong, according to the estimates it's using. HMRC estimates that £2.7 billion was lost through tax avoidance and £4.4 billion through tax evasion in 2013/14. £34 billion is the total value of tax that goes uncollected.",Fullfact
True,https://fullfact.org/education/maria-miller-nine-ten-girls-ofsted/,Leo Benedictus,Nine in 10 school-age girls are being sent explicit images.,Nine in 10 girls did not say they’d been sent explicit images,9/27/2019,"The evidence, which comes from an Ofsted survey, does not support this claim. It found that 88% of girls said this happens among young people—not that it had happened to them.",Fullfact
True,The EU has reduced roaming charges - Full Fact,"Conor James McKinney, Sinéad Boultwood",Roaming charges in Europe are lower because of the EU.,The EU has reduced roaming charges,6/2/2016,"The EU has put a cap on the amount you can be charged for using your phone abroad, and prices have fallen. Networks won't generally be able to charge roaming fees at all from 2017.",Fullfact
True,How much of your paid holiday is down to the EU? - Full Fact,Conor James McKinney,The EU gives British workers the entitlement to 28 days' paid holiday.,How much of your paid holiday is down to the EU?,6/2/2016,The EU minimum is 20 days. The British government increased it to 28 to cover bank holidays.,Fullfact
Mixture,https://fullfact.org/europe/stronger-facts-leaflet-lower-prices/,Full Fact Team,"Being in Europe means lower prices in UK shops, saving the average UK household over £350 a year. If we left Europe, your weekly shop could cost more","Stronger In ""facts"" leaflet: lower prices",5/23/2016,"This isn’t the impact of being in the EU as such, but one estimate of the impact of the free trade deals the EU has negotiated—a saving of 1.27% for the average household. It’s difficult to say overall what the impact of being in the EU has had on prices in the UK.",Fullfact
False,https://fullfact.org/health/school-covid-testing/,Abbas Panjwani,80% of children are not being tested for coronavirus.,Why school testing data doesn’t tell the whole story,8/6/2018,"This is based on data which only includes tests reported, not the number of tests done. It’s impossible to say what proportion of children in England are being tested for Covid-19.",Fullfact
False,https://fullfact.org/online/video-game-arma-ukraine/,Grace Rahman,"A video of a plane being shot at shows the fighting in Ukraine.

","Video shows game footage, not a plane being shot at in Ukraine
",3/2/2022,"This is footage from a video game, as confirmed by the game’s developers.",Fullfact
False,https://fullfact.org/online/nuke-map-uk-russia/,Joseph O’Leary,"A map shows the potential sites of Russian nuclear strikes on the UK.

","Map of Russian nuclear targets in UK dates back to the Cold War
",3/2/2022,"The locations were suggested by the UK government in documents made 50 years ago, during the Cold War, and don’t give any reliable indication of the situation today.

",Fullfact
False,https://fullfact.org/online/not-blocking-Russia-after-ukraine-invasion/,Leo Benedictus,"Pornhub was blocked for users in Russia following the invasion of Ukraine.

","Pornhub isn’t blocked in Russia following the invasion of Ukraine
",3/1/2022,This was a rumour that appears to be untrue. Pornhub worked normally when other fact checkers used software to simulate a visit from Russia.,Fullfact
True,https://fullfact.org/europe/british-students-and-eu/,Conor James McKinney,"Since 1987 more than 200,000 UK students have studied or worked in Europe on the Erasmus exchange programme, 15,000 in 2012 alone.",British students and the EU,1/12/2016,Correct.,Fullfact
False,https://fullfact.org/europe/un-wrong-asylum-seekers-britain/,Conor James McKinney,"The UK received 24,000 asylum applications last year, far fewer than other EU countries.",UN wrong on asylum seekers in Britain,8/3/2015,"It's 31,000 including family members, the sixth highest number in the EU. Adjusting for population size, the UK is 18th out of 30 European countries.",Fullfact
False,https://fullfact.org/online/beirut-explosion-ukraine/,Grace Rahman,"A video filmed on a street shows a massive explosion in Ukraine.

","Beirut port explosion footage being mistaken as Ukraine
",3/1/2022,"The video was taken in 2020, and appears to show the port explosion in Beirut.

",Fullfact
False,https://fullfact.org/education/ofsted-sexual-abuse-schools/,Leo Benedictus,Nine in 10 girls experience sexist name-calling or are sent explicit photos or videos.,How common is sexual abuse in schools?,5/30/2020,"This comes from a survey that asked girls what they thought was happening among people their age—not what had happened to them personally. Sexual harassment and abuse of girls appears to be common, but the nine in 10 figure is not reliable.",Fullfact
False,https://fullfact.org/online/fake-cnn-death-afghanistan-ukraine/,Leo Benedictus,"CNN reported the death of the same man twice, in both Afghanistan and Ukraine.","CNN did not claim the same man was killed in both Ukraine and Afghanistan
",2/28/2022,"This is not true. It is based on screenshots of fake CNN Twitter accounts. The photo used appears to be of a YouTuber, who is alive.

",Fullfact
Mixture,https://fullfact.org/education/school-pupils-return-classroom-covid/,Sarah Turnnidge,A hundred-thousand pupils have failed to return to school full time despite classrooms reopening in March 2021.,Pandemic school attendance: fact checked,5/29/2020,"The Centre for Social Justice, found 93,514 pupils missed more than 50% of school sessions between September to December 2020 so this is unrelated to the reopening of schools in March. Before the pandemic the figure was about 60,000.",Fullfact
False,https://fullfact.org/health/express-pfizer-vaccine-adverse-events/,Leo Benedictus,The publication of a Pfizer document in 2022 is the first time that the public have been able to view data from its clinical trials that was submitted for the Covid-19 vaccine’s approval,Express publishes misleading article about safety of the Pfizer Covid-19 vaccine,3/22/2022,This is not true. Some clinical trial data for the vaccine’s first approval was published in December 2020. The data in this latest document is not exclusively from clinical trials.,Fullfact
False,https://fullfact.org/health/express-pfizer-vaccine-adverse-events/,Abbas Panjwani,The publication of a Pfizer document in 2022 is the first time that the public have been able to view data from its clinical trials that was submitted for the Covid-19 vaccine’s approval.,Express publishes misleading article about safety of the Pfizer Covid-19 vaccine,2/28/2022,"The video in question shows an explosion at an air base in Melitopol in Ukraine, which appears to be a military base rather than an international airport serving civilians.

",Fullfact
False,https://fullfact.org/education/literacy-numeracy-uk-telegraph/, Abbas Panjwani,The UK has the lowest literacy rates in its history,Telegraph columnist wrongly claims literacy at the lowest level in UK history,5/3/2021,"False. Literacy is currently about 99%. In the past, it has been as low as about 5%. Adult and child literacy appear to have either stayed stable or improved over recent decades.",Fullfact
False,https://fullfact.org/online/ukraine-girl-confronts-soldier-russia/,Sarah Turnnidge,"Images show a young Ukrainian girl telling a Russian soldier to go home.

","Images of girl confronting soldier are not from Ukraine
",2/28/2022,False. The images come from a video that was published in 2012. It says it shows Palestinian children.,Fullfact
False,https://fullfact.org/europe/bbc-footage-russian-flyover-ukraine/,Sarah Turnnidge,"A video of military planes is recent footage from the Russian invasion of Ukraine.

","BBC Breakfast uses old footage of Russian parade rehearsal to show invasion of Ukraine
",2/25/2022,"The footage is actually from May 2020, and shows preparations for a military parade near Moscow.",Fullfact
Mixture,https://fullfact.org/health/express-pfizer-vaccine-adverse-events/, Joseph O’Leary,Oil is $110 a barrel and petrol can cost £1.70 per litre. In 2008 oil was $140 a barrel but petrol was only £1.04 a litre.,Why is petrol more expensive now than it was 15 years ago?,3/18/2022,"The oil prices are correct as of July 2008 and early March 2022. The current petrol price figure is broadly accurate, but the figure given for 2008 is around 15p lower than the price of petrol actually was when oil reached $140 a barrel.",Fullfact
False,https://fullfact.org/news/labour-graph-army-reductions/,Pippa Allen-Kinross,"The Conservatives cut the army from 98,000 personnel in 2010 to 72,500 in 2021 - a reduction of over 25,000.",Labour graph showing reduction in army size is misleading,3/18/2022,"72,500 represents the planned army size by 2025, not the actual army size in 2021. In 2021 at its smallest the army had 76,348 full-time trade-trained personnel—around 21,650 fewer than in 2010.",Fullfact
False,https://fullfact.org/online/ukraine-footage-actor-body-bag/,Sarah Turnnidge,News footage from Ukraine shows someone moving inside into a body bag and pretending to be a victim of the Russian invasion.,Video of person moving inside body bag isn’t from Ukraine,8/12/2021,"This clip is not from Ukraine. It has been manipulated, with the original footage being taken at a climate protest in Vienna.",Fullfact
False,https://fullfact.org/online/fake-ww2-video/,Grace Rahman,"A video of an air raid shows Russia invading Ukraine.

","CGI WW2 video being used as Ukraine footage
",3/25/2022,"The video is a CGI animation of WW2 and was put online long before the 2022 invasion.

",Fullfact
False,https://fullfact.org/online/china-explosion-video-ukraine/,Grace Rahman,"A video shows a fire started by a Russian airstrike.

","Video of 2015 explosion in China being mislabelled as Ukraine
",3/24/2022,"The video shows an explosion at a warehouse in China in 2015.

",Fullfact
True,https://fullfact.org/immigration/michael-gove-hostile-environment-labour/,Sarah Turnnidge,The “hostile environment” was invented under a Labour Home Secretary.,Did Labour invent the ‘hostile environment’?,3/17/2022,Labour used the term in relation to enforcing immigration rules while in power. The Conservatives significantly expanded the scope of policies associated with the phrase.,Fullfact
Mixture,https://fullfact.org/law/prisoners-war-geneva-convention-photographs/,Leo Benedictus,Publishing or sharing identifiable pictures of prisoners of war is a breach of the Geneva Convention.,Is sharing photographs of prisoners of war banned by the Geneva Convention?,3/16/2022,The relevant Geneva Convention does not explicitly ban the publication of photographs of prisoners of war. Nor does it apply to people who are not involved in the conflict. But the government and British Red Cross say that such pictures should not usually be published.,Fullfact
False,Edited image falsely claims to show Ukrainian tractor pulling Russian rocket - Full Fact,Abbas Panjwani,A photo shows a tractor in Ukraine towing a Russian rocket.,Edited image falsely claims to show Ukrainian tractor pulling Russian rocket,3/16/2022,The image has been edited. The original from 2018 shows a Russian space rocket aboard a train.,Fullfact
True,https://fullfact.org/online/ukraine-crowded-railway-station-black-and-white/, Joseph O’Leary,"A black-and-white photograph of a crowded railway station looks like it could have been taken in 1941, but actually shows a scene from Ukraine in March 2022",Photograph of crowded railway station is from Ukraine in March 2022,3/15/2022,Correct.,Fullfact
False,https://fullfact.org/online/road-fuel-petrol-diesel-taxes/,Joseph O’Leary,£1 per litre of road fuel is taken in taxes.,"This is too high in fuel duty and VAT. These account for between 80p and 90p per litre of fuel sold, depending on how much you pay for fuel.",3/15/2022,"This is too high in fuel duty and VAT. These account for between 80p and 90p per litre of fuel sold, depending on how much you pay for fuel.",Fullfact
Mixture,https://fullfact.org/online/ukraine-invasion-gaza-photos/,Pippa Allen-Kinross,"Three photographs show explosions in Ukraine.

","Photos claiming to show explosions in Ukraine are actually from Gaza
",2/24/2022,"One of the photographs is of an explosion in Ukraine. The other two show Gaza.

",Fullfact
Mixture,https://fullfact.org/online/ukraine-invasion-tiktok-clip/,Abbas Panjwani,"Videos on social media claim to show the Russian invasion of Ukraine.

","Videos claiming to show Ukraine invasion sourced to old TikTok videos
",2/24/2022,"Some of these videos clearly do not depict the Russian invasion of Ukraine as they predate the invasion.

",Fullfact
Mixture,https://fullfact.org/online/ukraine-invasion-war-videos/,Grace Rahman,"Videos show Ukraine being invaded by Russia.

","Fake Ukraine video includes footage from 2015 and a computer game teaser
",2/24/2022,"At least some of the videos do not show this.

",Fullfact
False,https://fullfact.org/europe/boris-johnson-gatt-article-24/,Tom Phillips,"We can get a standstill in our current trade arrangements with the EU under Article 24 of GATT, while we negotiate a free trade agreement.

",Boris Johnson repeats an old line about “GATT Article 24”,6/19/2019,"Article 24 does not remove the need to strike a deal with the EU, and experts have said an agreement using this is unlikely to happen.",Fullfact
True,https://fullfact.org/online/ukraine-crowded-railway-station-black-and-white/?utm_source=content_page&utm_medium=related_content,Joseph O’Leary,"A black-and-white photograph of a crowded railway station looks like it could have been taken in 1941, but actually shows a scene from Ukraine in March 2022.",Photograph of crowded railway station is from Ukraine in March 2022,3/15/2022,Correct.,Fullfact
False,https://fullfact.org/online/ukraine-soyuz-rocket-edited/?utm_source=content_page&utm_medium=related_content,Abbas Panjwani,A photo shows a tractor in Ukraine towing a Russian rocket,Edited image falsely claims to show Ukrainian tractor pulling Russian rocket,3/16/2022,The image has been edited. The original from 2018 shows a Russian space rocket aboard a train.,Fullfact
False,https://fullfact.org/online/us-paratrooper-ukraine-video/?utm_source=content_page&utm_medium=related_content,Abbas Panjwani,A viral video claims to show US paratroopers landing in Ukraine.,Viral video does not show US paratroopers landing in Ukraine,3/14/2022,False. The footage reportedly shows soldiers in North Carolina and dates back to at least 2016.,Fullfact
False,https://fullfact.org/online/petrol-diesel-pump-price-fuel-tax/?utm_source=content_page&utm_medium=related_content,Joe O'Leary,"In early March 2022, the government makes over £1 per litre on the petrol and diesel sales at the pump in the UK.",Fuel duty and VAT adds about 80-90 pence per litre on petrol and diesel at the pump,3/11/2022,"It’s more like 80-90 pence per litre in fuel duty and VAT, depending on the station you buy at.",Fullfact
False,https://fullfact.org/online/moscow-military-plane-flyover/,Abbas Panjwani,"A video of military planes flying overhead is footage from the Russian invasion of Ukraine.

","Video claiming to show planes during Russian invasion of Ukraine is actually of 2020 parade rehearsal
",2/24/2022,"False. It shows footage of a military parade rehearsal from May 2020.

",Fullfact
False,https://fullfact.org/economy/russia-ukraine-bloomberg-sanctions/?utm_source=content_page&utm_medium=related_content,Leo Benedictus,"The UK has sanctioned £258.8 billion of Russian bank assets, while the US has sanctioned £240 billion and the EU £38.8 billion.

",Government has not backed up Russian sanction claims,3/9/2022,"The Foreign, Commonwealth & Development Office has not explained how it has calculated these figures or detailed what they represent, so they cannot be verified, and it is unclear whether they are comparable.",Fullfact
True,https://fullfact.org/online/house-prices-1990-2020/,Sarah Turnnidge,Average UK house prices rose roughly fourfold between 1990 and 2020.,House price growth has outstripped income growth—but not by much,3/29/2021,"This is true, in cash terms.

",Fullfact
False,https://fullfact.org/economy/have-conservatives-brought-70-billion-worth-tax-cuts/,Richard Braham,"Conservative-led changes to corporation tax, inheritance tax, capital gains tax and the bank levy will lose the government £70 billion between April 2016 and April 2022.",Have the Conservatives brought in £70 billion worth of tax cuts?,3/20/2020,"The individual figures stand up to a degree of scrutiny, but this claim gives a limited picture of how these taxes have changed overall.",Fullfact
False,https://fullfact.org/economy/largest-spending-increase-2021/,Abbas Panjwani,"Today's budget increases total departmental spending over this Parliament by £150 billion. That’s the largest increase this century, with spending growing by 3.8% a year in real terms.",Was the Chancellor right on the Budget increasing departmental spending by the most this century?,11/1/2021,"Departmental budgets (which cover about half of all public spending) are forecast to increase by more over this parliament, in real terms, than any other parliament this century. But they increased more on average each year during the 2001-2005 parliament.",Fullfact
False,https://fullfact.org/economy/wales-scotland-cost-of-living-council-tax/,Abbas Panjwani,There’s no extra money for Wales or Scotland to deliver the same council tax rebate scheme that was announced in England.,Wales and Scotland are getting money to fund a council tax rebate,2/15/2022,"The Welsh and Scottish governments are receiving money from the UK government as a result of the council tax rebate scheme, but other areas of its estimated budget have been revised downwards as a result of England’s provisional budget for those areas being revised downwards too.",Fullfact
False,https://fullfact.org/online/us-paratrooper-ukraine-video/,Abbas Panjwani,A viral video claims to show US paratroopers landing in Ukraine.,Viral video does not show US paratroopers landing in Ukraine,3/14/2022,False. The footage reportedly shows soldiers in North Carolina and dates back to at least 2016.,Fullfact
Mixture,https://fullfact.org/economy/universal-credit-20-uplift-therese-coffey-labour/,Sarah Turnnidge,£20 a week is about two hours extra work every week for Universal Credit claimants.,Universal Credit: Do politicians' claims about working more hours add up?,9/21/2021,"This is only true in very specific circumstances, and does not mention the fact that many people who work and claim Universal Credit are affected by a 63% taper rate, which means they receive 37p for every pound they earn. It’s true that some people could make back the £20 a week by working two extra hours, but this can’t be applied to everyone.",Fullfact
False,https://fullfact.org/economy/2022-defence-spending-increase/?utm_source=content_page&utm_medium=related_content,Abbas Panjwani,The Defence Secretary has already secured £24 billion of additional defence funding.,£24bn in extra defence spending will be spread over four years,3/8/2022,This is the cumulative cash-terms increase in the defence budget over four years. The amount the annual budget is expected to rise by over this period is actually £6.2 billion in cash terms—and less when you take into account inflation.,Fullfact
False,https://fullfact.org/news/ukraine-family-visa-scheme-eligibility/,Joseph O’Leary,Ukrainians in the UK on a work visa can bring family members to the UK under the Ukraine Family Scheme.,Sajid Javid wrong on government guidance for Ukraine family visas,3/14/2022,This is incorrect. The current guidance doesn’t allow people to join their relatives under these circumstances.,Fullfact
False,https://fullfact.org/economy/mirror-cost-of-living/,Abbas Panjwani,"Families could suffer a £2,000-a-year average hit from the cost of living crisis.","Mirror’s claim that households will be £2,000 a year poorer overstates impact of inflation",2/10/2022,"This figure is based on a calculation which overstates the impact of inflation, by factoring in both how much prices will rise and how much ‘real wages’—which already allow for inflation—will fall.",Fullfact
False,https://fullfact.org/crime/good-morning-scotland-52-percent-police/,Leo Benedictus,"52% of police officers have been found guilty of sexual misconduct while wearing uniform.

","Most police have not been found guilty of sexual misconduct
",10/8/2021,"This is not true. It comes from confusion over a Byline Times report, which claimed that 42 out of 83 (52%) of Metropolitan Police officers kept their jobs after being found to have committed sexual misconduct.

",Fullfact
True,https://fullfact.org/online/ghostbusters-ukraine-soldier-volunteer-badge/,Joseph O’Leary,A photograph shows a Ukrainian soldier wearing a Ghostbusters badge.,Photograph of Ukrainian volunteer wearing Ghostbusters badge is genuine,3/11/2022,The photograph is real and shows the badge being worn by an armed forces volunteer.,Fullfact
Mixture,https://fullfact.org/crime/foreign-deportation-jamaica/,Abbas Panjwani,People from Caribbean countries such as Jamaica appear to be disproportionately targeted for deportation from the UK if they commit crimes.,Higher deportation rates don’t necessarily demonstrate ‘disproportionate targeting’ of Jamaicans,8/12/2021,The data alone does not provide an entirely reliable ‘deportation rate’. Nor can it indicate the reasons why the deportation rate may vary. There may be many reasons why criminals from some countries are more likely to be deported than others.,Fullfact
False,https://fullfact.org/online/cctv-showing-womans-drink-being-spiked-is-a-dramatisation/,Tom Norton,"CCTV footage depicts a woman’s drink being spiked at a bar. She begins to feel dizzy and is led out by the two men who are thought to have spiked her.

","CCTV showing woman’s drink being spiked is a dramatisation
",9/16/2021,"The footage isn’t real. It’s a staged performance set up by a social media influencer.

",Fullfact
True,https://fullfact.org/education/bme-students-oxford/,Joël Reland,You are twice as likely to get into the University of Oxford as a white applicant (24%) than a black applicant (12%).,Black and ethnic minority students at the University of Oxford,5/29/2018,"Correct, for UK undergraduate applicants between 2015 and 2017.",Fullfact
True,https://fullfact.org/education/825000-more-english-school-places-2010/,Claire Milne,"The number of school places in the country has expanded by 800,000 since 2010.","825,000 more English school places since 2010",6/8/2018,"Correct, they've increased by around 825,000 in primary and secondary schools in England since 2010.",Fullfact
True,https://fullfact.org/education/higher-education-white-middle-class/,Joël Reland,Higher education in this country is blindingly white.,"Higher education: a white, middle-class affair?",5/25/2018,"In the UK in 2016/17, 74% of UK students in their first year of an undergraduate degree were white. Among 18 year-olds in England, white pupils are the least likely of any ethnic group to take up a place in UK higher education.",Fullfact
True,https://fullfact.org/scotland/johnson-education-claims/,Pippa Allen-Kinross,Maths and science has fallen to a record low in Scottish schools,Scotland’s maths and science scores are falling in international tests but rising in national tests,2/14/2020,Scotland’s maths and science ranking has fallen to a record low in international league tables but attainment in national qualifications has risen,Fullfact
True,https://fullfact.org/education/school-funding-figures-context/,Pippa Allen-Kinross,Boris Johnson announced an extra £14.4 billion in funding for schools over three years.,The government’s education funding figures need context,7/7/2020,"£14.4 billion is the cumulative amount schools in England will receive over three years. By the third year (2022/23), school funding will be £7.1 billion higher than it was in 2019/20, or £4.3 billion once inflation is accounted for.",Fullfact
False,https://fullfact.org/education/gavin-williamson-fake-quote/,Pippa Allen-Kinross,Education Secretary Gavin Williamson said: “The danger is that pupils will be overpromoted into jobs that are beyond their competence.”,Gavin Williamson did not say pupils will be overpromoted into jobs that are beyond their competence,2/14/2020,This is not true and does not accurately reflect comments Mr Williamson made in The Daily Telegraph. This incorrect paraphrasing seems to have begun as a joke.,Fullfact
True,https://fullfact.org/health/coronavirus-transmission-schools-claims/,Pippa Allen-Kinross,Virus levels are now 50x higher among secondary school pupils than they were in September.,Fact-checking claims on coronavirus transmission in schools,11/5/2020,"According to ONS data, this is correct.",Fullfact
False,https://fullfact.org/education/pupil-funding-conservatives/,Pippa Allen-Kinross,"School funding has increased by a minimum of £5,150 per pupil.","School funding has increased by a minimum of £5,150 per pupil.",12/8/2020,"This is not true. £5,150 is the minimum amount secondary schools will receive per pupil, not the level of increase.",Fullfact
False,https://fullfact.org/online/video-game-ukraine-plane/,Pippa Allen-Kinross,Footage of a plane being fired at shows the war in Ukraine.,"Footage of plane under fire is from a video game, not Ukraine",3/11/2022,This is false. The footage is from a video game called Arma 3.,Fullfact
False,https://fullfact.org/health/irish-examiner-referee-whistle-heart-problems/,Sarah Turnnidge,"An Irish Examiner headline claims experts say referee whistles may be to blame for “sudden heart problems” in sports players.

","Article claiming link between referee whistles and heart problems in athletes is fake
",4/14/2022,"The Irish Examiner has never published such an article, and there is no credible evidence of an expert describing a link between referee whistles and heart problems in athletes.

",Fullfact
False,https://fullfact.org/health/guy-hatchard-mark-steyn-gb-news/,Sarah Turnnidge,"GB News interview features misleading claims about Covid-19 and vaccines
","A Polish study has found that mRNA vaccines may be damaging brain cells and immune systems.

",4/14/2022,"This study is a pre-print, which means it has not been peer reviewed or published through a scientific journal. The website hosting the paper specifically warns the media not to report the results as conclusive.

",Fullfact
False,https://fullfact.org/online/ferrero-chocolate-eggs-recall/,Leo Benedictus,"Pictures of some damaged Ferrero chocolate eggs show those that are affected by a recent product recall related to salmonella and maggots.

","Pictures of chocolate eggs don’t show ‘salmonella and maggots’
",4/14/2022,"Ferrero has recalled some Kinder products because of possible salmonella contamination, not because of maggots—but they do not include the chocolate eggs shown in these pictures, which appear to be damaged.

",Fullfact
